Received
model file: doc/plaza6-1.model
scale file: doc/plaza6-1.range
input data: doc/plaza6-1_formatted
feature length: 75

Reading input data
Reading 1: length 75 label 0
Reading 2: length 75 label 0
Reading 3: length 75 label 0
Reading 4: length 75 label 0
Reading 5: length 75 label 0
Reading 6: length 75 label 0
Reading 7: length 75 label 0
Reading 8: length 75 label 2
Reading 9: length 75 label 0
Reading 10: length 75 label 0
Reading 11: length 75 label 0
Reading 12: length 75 label 0
Reading 13: length 75 label 0
Reading 14: length 75 label 0
Reading 15: length 75 label 0
Reading 16: length 75 label 0
Reading 17: length 75 label 0
Reading 18: length 75 label 0
Reading 19: length 75 label 0
Reading 20: length 75 label 0
Reading 21: length 75 label 0
Reading 22: length 75 label 0
Reading 23: length 75 label 0
Reading 24: length 75 label 0
Reading 25: length 75 label 0
Reading 26: length 75 label 0
Reading 27: length 75 label 0
Reading 28: length 75 label 0
Reading 29: length 75 label 0
Reading 30: length 75 label 2
Reading 31: length 75 label 0
Reading 32: length 75 label 0
Reading 33: length 75 label 0
Reading 34: length 75 label 0
Reading 35: length 75 label 0
Reading 36: length 75 label 0
Reading 37: length 75 label 0
Reading 38: length 75 label 0
Reading 39: length 75 label 0
Reading 40: length 75 label 0
Reading 41: length 75 label 0
Reading 42: length 75 label 0
Reading 43: length 75 label 0
Reading 44: length 75 label 0
Reading 45: length 75 label 2
Reading 46: length 75 label 0
Reading 47: length 75 label 0
Reading 48: length 75 label 0
Reading 49: length 75 label 0
Reading 50: length 75 label 0
Reading 51: length 75 label 0
Reading 52: length 75 label 0
Reading 53: length 75 label 0
Reading 54: length 75 label 0
Reading 55: length 75 label 0
Reading 56: length 75 label 0
Reading 57: length 75 label 0
Reading 58: length 75 label 0
Reading 59: length 75 label 0
Reading 60: length 75 label 0
Reading 61: length 75 label 0
Reading 62: length 75 label 0
Reading 63: length 75 label 0
Reading 64: length 75 label 0
Reading 65: length 75 label 0
Reading 66: length 75 label 0
Reading 67: length 75 label 0
Reading 68: length 75 label 0
Reading 69: length 75 label 0
Reading 70: length 75 label 0
Reading 71: length 75 label 0
Reading 72: length 75 label 0
Reading 73: length 75 label 0
Reading 74: length 75 label 0
Reading 75: length 75 label 0
Reading 76: length 75 label 0
Reading 77: length 75 label 0
Reading 78: length 75 label 0
Reading 79: length 75 label 0
Reading 80: length 75 label 0
Reading 81: length 75 label 0
Reading 82: length 75 label 0
Reading 83: length 75 label 0
Reading 84: length 75 label 0
Reading 85: length 75 label 0
Reading 86: length 75 label 0
Reading 87: length 75 label 0
Reading 88: length 75 label 0
Reading 89: length 75 label 0
Reading 90: length 75 label 0
Reading 91: length 75 label 0
Reading 92: length 75 label 0
Reading 93: length 75 label 2
Reading 94: length 75 label 0
Reading 95: length 75 label 0
Reading 96: length 75 label 0
Reading 97: length 75 label 0
Reading 98: length 75 label 0
Reading 99: length 75 label 0
Reading 100: length 75 label 0
Reading 101: length 75 label 0
Reading 102: length 75 label 0
Reading 103: length 75 label 0
Reading 104: length 75 label 0
Reading 105: length 75 label 0
Reading 106: length 75 label 0
Reading 107: length 75 label 0
Reading 108: length 75 label 0
Reading 109: length 75 label 0
Reading 110: length 75 label 0
Reading 111: length 75 label 0
Reading 112: length 75 label 0
Reading 113: length 75 label 2
Reading 114: length 75 label 0
Reading 115: length 75 label 0
Reading 116: length 75 label 0
Reading 117: length 75 label 0
Reading 118: length 75 label 0
Reading 119: length 75 label 0
Reading 120: length 75 label 0
Reading 121: length 75 label 0
Reading 122: length 75 label 0
Reading 123: length 75 label 0
Reading 124: length 75 label 0
Reading 125: length 75 label 0
Reading 126: length 75 label 2
Reading 127: length 75 label 0
Reading 128: length 75 label 0
Reading 129: length 75 label 0
Reading 130: length 75 label 0
Reading 131: length 75 label 0
Reading 132: length 75 label 0
Reading 133: length 75 label 0
Reading 134: length 75 label 0
Reading 135: length 75 label 0
Reading 136: length 75 label 0
Reading 137: length 75 label 0
Reading 138: length 75 label 0
Reading 139: length 75 label 0
Reading 140: length 75 label 0
Reading 141: length 75 label 0
Reading 142: length 75 label 0
Reading 143: length 75 label 0
Reading 144: length 75 label 0
Reading 145: length 75 label 0
Reading 146: length 75 label 0
Reading 147: length 75 label 0
Reading 148: length 75 label 0
Reading 149: length 75 label 0
Reading 150: length 75 label 0
Reading 151: length 75 label 0
Reading 152: length 75 label 0
Reading 153: length 75 label 0
Reading 154: length 75 label 0
Reading 155: length 75 label 0
Reading 156: length 75 label 0
Reading 157: length 75 label 0
Reading 158: length 75 label 0
Reading 159: length 75 label 0
Reading 160: length 75 label 0
Reading 161: length 75 label 0
Reading 162: length 75 label 0
Reading 163: length 75 label 0
Reading 164: length 75 label 0
Reading 165: length 75 label 0
Reading 166: length 75 label 0
Reading 167: length 75 label 0
Reading 168: length 75 label 0
Reading 169: length 75 label 0
Reading 170: length 75 label 0
Reading 171: length 75 label 0
Reading 172: length 75 label 2
Reading 173: length 75 label 0
Reading 174: length 75 label 0
Reading 175: length 75 label 0
Reading 176: length 75 label 0
Reading 177: length 75 label 0
Reading 178: length 75 label 0
Reading 179: length 75 label 0
Reading 180: length 75 label 0
Reading 181: length 75 label 0
Reading 182: length 75 label 0
Reading 183: length 75 label 0
Reading 184: length 75 label 0
Reading 185: length 75 label 0
Reading 186: length 75 label 0
Reading 187: length 75 label 0
Reading 188: length 75 label 0
Reading 189: length 75 label 0
Reading 190: length 75 label 0
Reading 191: length 75 label 2
Reading 192: length 75 label 0
Reading 193: length 75 label 0
Reading 194: length 75 label 0
Reading 195: length 75 label 0
Reading 196: length 75 label 0
Reading 197: length 75 label 0
Reading 198: length 75 label 0
Reading 199: length 75 label 0
Reading 200: length 75 label 0
Reading 201: length 75 label 0
Reading 202: length 75 label 0
Reading 203: length 75 label 0
Reading 204: length 75 label 0
Reading 205: length 75 label 0
Reading 206: length 75 label 2
Reading 207: length 75 label 0
Reading 208: length 75 label 0
Reading 209: length 75 label 0
Reading 210: length 75 label 0
Reading 211: length 75 label 0
Reading 212: length 75 label 0
Reading 213: length 75 label 0
Reading 214: length 75 label 0
Reading 215: length 75 label 0
Reading 216: length 75 label 0
Reading 217: length 75 label 0
Reading 218: length 75 label 0
Reading 219: length 75 label 0
Reading 220: length 75 label 0
Reading 221: length 75 label 0
Reading 222: length 75 label 0
Reading 223: length 75 label 0
Reading 224: length 75 label 0
Reading 225: length 75 label 0
Reading 226: length 75 label 0
Reading 227: length 75 label 0
Reading 228: length 75 label 0
Reading 229: length 75 label 0
Reading 230: length 75 label 0
Reading 231: length 75 label 0
Reading 232: length 75 label 0
Reading 233: length 75 label 0
Reading 234: length 75 label 0
Reading 235: length 75 label 0
Reading 236: length 75 label 0
Reading 237: length 75 label 0
Reading 238: length 75 label 0
Reading 239: length 75 label 0
Reading 240: length 75 label 0
Reading 241: length 75 label 0
Reading 242: length 75 label 0
Reading 243: length 75 label 0
Reading 244: length 75 label 0
Reading 245: length 75 label 0
Reading 246: length 75 label 0
Reading 247: length 75 label 0
Reading 248: length 75 label 0
Reading 249: length 75 label 0
Reading 250: length 75 label 0
Reading 251: length 75 label 0
Reading 252: length 75 label 0
Reading 253: length 75 label 0
Reading 254: length 75 label 2
Reading 255: length 75 label 0
Reading 256: length 75 label 0
Reading 257: length 75 label 0
Reading 258: length 75 label 0
Reading 259: length 75 label 0
Reading 260: length 75 label 0
Reading 261: length 75 label 0
Reading 262: length 75 label 0
Reading 263: length 75 label 0
Reading 264: length 75 label 0
Reading 265: length 75 label 0
Reading 266: length 75 label 0
Reading 267: length 75 label 0
Reading 268: length 75 label 0
Reading 269: length 75 label 0
Reading 270: length 75 label 0
Reading 271: length 75 label 0
Reading 272: length 75 label 2
Reading 273: length 75 label 0
Reading 274: length 75 label 0
Reading 275: length 75 label 0
Reading 276: length 75 label 0
Reading 277: length 75 label 0
Reading 278: length 75 label 0
Reading 279: length 75 label 0
Reading 280: length 75 label 0
Reading 281: length 75 label 0
Reading 282: length 75 label 0
Reading 283: length 75 label 0
Reading 284: length 75 label 0
Reading 285: length 75 label 0
Reading 286: length 75 label 2
Reading 287: length 75 label 0
Reading 288: length 75 label 0
Reading 289: length 75 label 0
Reading 290: length 75 label 0
Reading 291: length 75 label 0
Reading 292: length 75 label 0
Reading 293: length 75 label 0
Reading 294: length 75 label 0
Reading 295: length 75 label 0
Reading 296: length 75 label 0
Reading 297: length 75 label 0
Reading 298: length 75 label 0
Reading 299: length 75 label 0
Reading 300: length 75 label 0
Reading 301: length 75 label 0
Reading 302: length 75 label 0
Reading 303: length 75 label 0
Reading 304: length 75 label 0
Reading 305: length 75 label 0
Reading 306: length 75 label 0
Reading 307: length 75 label 0
Reading 308: length 75 label 0
Reading 309: length 75 label 0
Reading 310: length 75 label 0
Reading 311: length 75 label 0
Reading 312: length 75 label 0
Reading 313: length 75 label 0
Reading 314: length 75 label 0
Reading 315: length 75 label 0
Reading 316: length 75 label 0
Reading 317: length 75 label 0
Reading 318: length 75 label 0
Reading 319: length 75 label 0
Reading 320: length 75 label 0
Reading 321: length 75 label 0
Reading 322: length 75 label 0
Reading 323: length 75 label 0
Reading 324: length 75 label 0
Reading 325: length 75 label 0
Reading 326: length 75 label 0
Reading 327: length 75 label 0
Reading 328: length 75 label 0
Reading 329: length 75 label 0
Reading 330: length 75 label 0
Reading 331: length 75 label 0
Reading 332: length 75 label 0
Reading 333: length 75 label 0
Reading 334: length 75 label 0
Reading 335: length 75 label 0
Reading 336: length 75 label 2
Reading 337: length 75 label 0
Reading 338: length 75 label 0
Reading 339: length 75 label 0
Reading 340: length 75 label 0
Reading 341: length 75 label 0
Reading 342: length 75 label 0
Reading 343: length 75 label 0
Reading 344: length 75 label 0
Reading 345: length 75 label 0
Reading 346: length 75 label 0
Reading 347: length 75 label 0
Reading 348: length 75 label 0
Reading 349: length 75 label 0
Reading 350: length 75 label 0
