1.59381,-5.74709,0
1.61697,-5.73335,0
1.63811,-5.71278,0
1.66302,-5.70558,0
1.6879,-5.69827,0
1.69834,-5.64297,0
1.72295,-5.6355,0
1.74752,-5.62793,0
1.75041,-5.55159,0
1.77462,-5.5439,0
1.85317,-5.70349,0
1.92596,-5.84065,0
1.95142,-5.83219,0
1.92639,-5.67495,0
1.94722,-5.65515,0
1.97188,-5.6466,0
1.9965,-5.63794,0
2.03156,-5.65835,0
2.08256,-5.72179,0
2.10751,-5.71265,0
2.1149,-5.65656,0
2.13956,-5.64728,0
2.16848,-5.6491,0
2.21812,-5.70389,0
2.26168,-5.74161,0
2.3019,-5.76976,0
2.3589,-5.83848,0
2.38435,-5.82813,0
2.34968,-5.67262,0
2.37441,-5.66231,0
2.43191,-5.72922,0
2.45689,-5.71856,0
2.42798,-5.58398,0
2.44709,-5.56143,0
2.47133,-5.5507,0
2.5251,-5.60551,0
2.55824,-5.61355,0
2.60406,-5.64865,0
2.63207,-5.64448,0
2.71468,-5.75595,0
2.73977,-5.74405,0
2.76177,-5.72574,0
2.78673,-5.71363,0
2.81384,-5.7059,0
2.89404,-5.80454,0
2.96885,-5.89009,0
2.99634,-5.88064,0
3.03204,-5.88707,0
3.05955,-5.87733,0
3.14476,-5.97721,0
3.17081,-5.96343,0
3.20816,-5.97068,0
3.2275,-5.94432,0
3.26543,-5.9521,0
3.31416,-5.9789,0
3.35292,-5.98707,0
3.39378,-5.99849,0
3.42241,-5.98797,0
3.4485,-5.97298,0
3.47906,-5.96565,0
3.48983,-5.92456,0
3.51872,-5.91443,0
3.54037,-5.89217,0
3.56605,-5.87666,0
3.55874,-5.80733,0
3.58404,-5.79175,0
3.62995,-5.80913,0
3.65526,-5.79324,0
3.65203,-5.73253,0
3.65374,-5.68038,0
3.67849,-5.66438,0
3.71962,-5.67337,0
3.78518,-5.71879,0
3.88899,-5.82029,0
3.93392,-5.83228,0
3.95933,-5.81506,0
3.96428,-5.76806,0
3.98941,-5.75071,0
4.03683,-5.76519,0
4.13178,-5.84634,0
4.15725,-5.82825,0
4.18615,-5.81493,0
4.20502,-5.78771,0
4.21604,-5.74995,0
4.24109,-5.7315,0
4.26426,-5.71054,0
4.23618,-5.6216,0
4.24069,-5.57679,0
4.26498,-5.55823,0
