0,0,0
3.33592,3.89725,0
0,0,0
3.42997,3.86836,0
0,0,0
3.52401,3.83737,0
0,0,0
3.64558,3.83326,0
0,0,0
3.74701,3.80467,0
0,0,0
3.81284,3.7387,0
0,0,0
4.02273,3.8091,0
0,0,0
4.14764,3.79229,0
0,0,0
4.1907,3.69948,0
0,0,0
4.3079,3.67118,0
0,0,0
4.40221,3.62085,0
0,0,0
4.49607,3.56833,0
0,0,0
4.51796,3.45893,0
0,0,0
4.69831,3.46864,0
0,0,0
4.79887,3.41511,0
0,0,0
4.86599,3.33649,0
0,0,0
5.32403,3.51555,0
0,0,0
6.34671,4.03357,0
0,0,0
6.56971,4.01607,0
0,0,0
6.94919,4.08318,0
0,0,0
7.57676,4.27582,0
0,0,0
7.93162,4.29532,0
0,0,0
8.23613,4.27605,0
0,0,0
7.52153,3.73986,0
0,0,0
9.0486,4.30385,0
0,0,0
9.45919,4.29835,0
0,0,0
10.0557,4.35932,0
0,0,0
12.9586,5.35109,0
0,0,0
13.1524,5.16432,0
0,0,0
13.4655,5.01779,0
0,0,0
13.6547,4.81863,0
0,0,0
14.0972,4.69977,0
0,0,0
14.4824,4.54892,0
0,0,0
15.5571,4.58976,0
0,0,0
16.3674,4.51986,0
0,0,0
17.0636,4.39309,0
0,0,0
18.0422,4.31073,0
0,0,0
22.2161,4.89977,0
0,0,0
22.014,4.45379,0
0,0,0
31.9131,5.87874,0
0,0,0
32.6421,5.42582,0
0,0,0
10.3072,1.52893,0
0,0,0
5.01743,0.65499,0
0,0,0
5.03803,0.568445,0
0,0,0
5.01732,0.47759,0
0,0,0
5.01492,0.389179,0
0,0,0
5.03093,0.302197,0
0,0,0
5.10538,0.217326,0
0,0,0
5.11839,0.128443,0
0,0,0
5.14985,0.0393242,0
0,-0,0
5.15975,-0.0506573,0
0,-0,0
5.14809,-0.140427,0
0,-0,0
5.40459,-0.241876,0
0,-0,0
29.0637,-1.80944,0
0,-0,0
26.7649,-2.13582,0
0,-0,0
24.7728,-2.41262,0
0,-0,0
22.8294,-2.62631,0
0,-0,0
21.4914,-2.85325,0
0,-0,0
20.232,-3.04625,0
0,-0,0
18.9924,-3.19954,0
0,-0,0
17.8326,-3.32521,0
0,-0,0
19.6333,-4.01675,0
0,-0,0
19.1796,-4.27396,0
0,-0,0
15.6899,-3.78493,0
0,-0,0
15.1666,-3.94,0
0,-0,0
14.7005,-4.0941,0
0,-0,0
14.0038,-4.16474,0
0,-0,0
14.0148,-4.43567,0
0,-0,0
13.4044,-4.50131,0
0,-0,0
12.8715,-4.57384,0
0,-0,0
12.6774,-4.75564,0
0,-0,0
12.0344,-4.75566,0
0,-0,0
11.6171,-4.82683,0
0,-0,0
46.3629,-20.2193,0
0,-0,0
10.232,-4.67646,0
0,-0,0
10.1939,-4.8759,0
0,-0,0
12.6385,-6.31856,0
0,-0,0
11.7196,-6.1171,0
0,-0,0
9.04645,-4.92461,0
0,-0,0
10.2465,-5.81193,0
0,-0,0
10.9615,-6.47292,0
0,-0,0
10.5401,-6.47481,0
0,-0,0
9.84396,-6.2864,0
0,-0,0
46.5139,-30.8599,0
0,-0,0
7.36216,-5.07171,0
0,-0,0
8.46021,-6.04854,0
0,-0,0
9.10034,-6.74927,0
0,-0,0
6.32566,-4.86482,0
0,-0,0
6.05213,-4.82487,0
0,-0,0
6.1289,-5.06351,0
0,-0,0
5.59137,-4.78604,0
0,-0,0
5.39476,-4.78338,0
0,-0,0
5.19261,-4.76858,0
0,-0,0
5.07236,-4.82402,0
0,-0,0
4.90902,-4.83462,0
0,-0,0
4.73989,-4.83388,0
0,-0,0
4.67543,-4.93765,0
0,-0,0
0,-0,0
0,-0,0
4.3679,-4.94788,0
0,-0,0
3.26255,-3.8284,0
