-2.09815e-08,-0.48,0
0.00890072,-0.509922,0
0.0181477,-0.519683,0
0.0282614,-0.53926,0
0.0369709,-0.528709,0
0.0470641,-0.537945,0
0.0574906,-0.546987,0
0.0670281,-0.5459,0
0.0751535,-0.534745,0
0.0813459,-0.513598,0
1.03842,-5.88915,0
1.1315,-5.82105,0
1.22668,-5.77107,0
1.32721,-5.74878,0
1.44185,-5.78296,0
1.53221,-5.71828,0
1.66209,-5.79641,0
1.74546,-5.70914,0
1.90354,-5.85851,0
2.00876,-5.83385,0
2.18893,-6.01403,0
2.2828,-5.94691,0
2.30758,-5.71145,0
2.60618,-6.13977,0
2.71293,-6.09335,0
2.82732,-6.0632,0
2.8538,-5.85115,0
2.89646,-5.68462,0
3.08443,-5.80097,0
3.19005,-5.755,0
3.28,-5.68113,0
3.3735,-5.61445,0
3.49217,-5.58864,0
3.60551,-5.552,0
3.62916,-5.38045,0
3.84296,-5.48832,0
3.94404,-5.4285,0
4.01411,-5.3269,0
4.13109,-5.28755,0
4.28567,-5.29236,0
4.48666,-5.34699,0
4.62522,-5.3207,0
4.7709,-5.29862,0
4.87629,-5.22918,0
5.04322,-5.22241,0
5.13359,-5.13359,0
5.40224,-5.21688,0
5.49978,-5.12863,0
5.89314,-5.30621,0
5.99994,-5.21567,0
6.43477,-5.39942,0
6.56688,-5.31776,0
6.76113,-5.28238,0
6.92417,-5.21774,0
7.17598,-5.21366,0
7.31503,-5.12204,0
7.42818,-5.01037,0
7.72416,-5.01613,0
7.85293,-4.90705,0
7.99737,-4.80531,0
8.25322,-4.765,0
8.66748,-4.80446,0
8.91777,-4.74166,0
9.25756,-4.71696,0
9.50924,-4.63797,0
9.71562,-4.53047,0
9.94851,-4.42936,0
10.5122,-4.46215,0
11.2282,-4.53649,0
11.5204,-4.42226,0
11.9999,-4.3676,0
12.6699,-4.36261,0
13.3528,-4.3386,0
13.6178,-4.16337,0
13.9767,-4.00777,0
14.344,-3.84346,0
14.8746,-3.70866,0
15.9699,-3.68695,0
16.6774,-3.54489,0
17.2276,-3.3487,0
18.1796,-3.20555,0
18.3809,-2.91125,0
21.37,-3.00336,0
22.9874,-2.8225,0
23.7392,-2.4951,0
26.3992,-2.30963,0
27.2535,-1.90575,0
29.16,-1.52821,0
31.5807,-1.10283,0
34.4348,-0.601063,0
81.91,-4.57708e-06,0
81.8975,1.42952,0
81.8601,2.85861,0
81.7977,4.28683,0
81.7105,5.71375,0
81.5983,7.13892,0
81.4613,8.56192,0
81.2995,9.98231,0
81.1129,11.3997,0
80.9016,12.8135,0
80.6656,14.2235,0
80.4051,15.6292,0
80.1201,17.03,0
79.8106,18.4257,0
38.2199,9.5293,0
25.4715,6.82506,0
23.3106,6.6842,0
78.3309,23.9482,0
77.901,25.3116,0
77.4474,26.6673,0
76.9702,28.0149,0
76.4696,29.3539,0
23.8379,9.63113,0
21.5582,9.15092,0
9.73839,4.33581,0
21.3073,9.93575,0
21.2205,10.3499,0
21.1347,10.7687,0
21.0495,11.1922,0
20.9734,11.6257,0
9.89867,5.715,0
20.812,12.5051,0
6.91159,4.31884,0
6.70936,4.35711,0
6.65717,4.49032,0
67.0967,46.9816,0
31.9724,23.2293,0
65.4162,49.2947,0
29.0855,22.7241,0
27.8451,22.5485,0
26.643,22.3561,0
25.4639,22.1354,0
9.14068,8.23031,0
23.3521,21.7762,0
22.4506,21.6803,0
21.5102,21.5102,0
20.6314,21.3644,0
19.662,21.0849,0
18.9699,21.0682,0
18.2319,20.9734,0
17.5031,20.8594,0
16.9161,20.8897,0
5.22081,6.68233,0
49.2947,65.4162,0
48.1455,66.2666,0
46.9816,67.0967,0
45.8035,67.9065,0
44.6114,68.6955,0
4.09098,6.54693,0
3.94004,6.55733,0
3.815,6.60777,0
3.9415,7.11066,0
3.80741,7.1607,0
37.1864,72.9823,0
35.907,73.6202,0
34.6167,74.2357,0
33.3158,74.8285,0
32.0048,75.3985,0
30.684,75.9456,0
29.3539,76.4696,0
3.49545,9.60366,0
6.5895,19.1373,0
6.19579,19.0687,0
5.81527,19.0209,0
5.43833,18.9657,0
5.05732,18.8742,0
0.125799,0.504554,0
0.121474,0.52616,0
0.112272,0.5282,0
0.103037,0.530079,0
0.09377,0.531796,0
0.0829103,0.523475,0
0.0737618,0.524842,0
0.0645908,0.526049,0
0.0554001,0.527097,0
0.0461926,0.527983,0
0.0362734,0.518733,0
0.0266913,0.509301,0
0.0181478,0.519683,0
0.0090753,0.519921,0
3.92589e-08,0.52,0
