path	1	1	0
path	1.02706	1.00037	0.0270604
path	1.05409	1.00146	0.0541209
path	1.08109	1.00329	0.0811813
path	1.10803	1.00585	0.108242
path	1.13489	1.00914	0.135302
path	1.16165	1.01315	0.162363
path	1.18829	1.01789	0.189423
path	1.2148	1.02334	0.216484
path	1.24114	1.02951	0.243544
path	1.26731	1.03639	0.270604
path	1.29329	1.04398	0.297665
path	1.31905	1.05226	0.324725
path	1.34457	1.06124	0.351786
path	1.36985	1.07091	0.378846
path	1.39485	1.08126	0.405907
path	1.41957	1.09228	0.432967
path	1.44397	1.10396	0.460028
path	1.46805	1.1163	0.487088
path	1.49179	1.12929	0.514148
path	1.51517	1.14291	0.541209
path	1.53817	1.15717	0.568269
path	1.56078	1.17204	0.59533
path	1.58298	1.18751	0.62239
path	1.60475	1.20358	0.649451
path	1.62608	1.22024	0.676511
path	1.64695	1.23746	0.703572
path	1.66734	1.25525	0.730632
path	1.68725	1.27358	0.757692
path	1.70665	1.29244	0.784753
path	1.72554	1.31181	0.808427
path	1.74423	1.33138	0.808427
path	1.76292	1.35095	0.808427
path	1.78161	1.37052	0.808427
path	1.8003	1.39009	0.808427
path	1.81899	1.40966	0.808427
path	1.83767	1.42923	0.808427
path	1.85636	1.4488	0.808427
path	1.87505	1.46837	0.808427
path	1.89374	1.48794	0.808427
path	1.91243	1.50751	0.808427
path	1.93112	1.52708	0.808427
path	1.94981	1.54665	0.808427
path	1.9685	1.56622	0.808427
path	1.98719	1.58579	0.808427
path	2.00587	1.60536	0.808427
path	2.02456	1.62493	0.808427
path	2.04325	1.6445	0.808427
path	2.06194	1.66407	0.808427
path	2.08063	1.68365	0.808427
path	2.09932	1.70322	0.808427
path	2.11801	1.72279	0.808427
path	2.1367	1.74236	0.808427
path	2.15539	1.76193	0.808427
path	2.17408	1.7815	0.808427
path	2.19276	1.80107	0.808427
path	2.21145	1.82064	0.808427
path	2.23014	1.84021	0.808427
path	2.24883	1.85978	0.808427
path	2.26752	1.87935	0.808427
path	2.28621	1.89892	0.808427
path	2.3049	1.91849	0.808427
path	2.32359	1.93806	0.808427
path	2.34228	1.95763	0.808427
path	2.36096	1.9772	0.808427
path	2.37965	1.99677	0.808427
path	2.39834	2.01634	0.808427
path	2.41703	2.03591	0.808427
path	2.43572	2.05548	0.808427
path	2.45441	2.07505	0.808427
path	2.4731	2.09462	0.808427
path	2.49179	2.11419	0.808427
path	2.51048	2.13376	0.808427
path	2.52917	2.15333	0.808427
path	2.54785	2.1729	0.808427
path	2.56654	2.19247	0.808427
path	2.58523	2.21204	0.808427
path	2.60392	2.23161	0.808427
path	2.62261	2.25118	0.808427
path	2.6413	2.27075	0.808427
path	2.65999	2.29032	0.808427
path	2.67868	2.30989	0.808427
path	2.69737	2.32946	0.808427
path	2.71605	2.34903	0.808427
path	2.73474	2.3686	0.808427
path	2.75343	2.38817	0.808427
path	2.77212	2.40774	0.808427
path	2.79081	2.42731	0.808427
path	2.8095	2.44688	0.808427
path	2.82819	2.46645	0.808427
path	2.84688	2.48602	0.808427
path	2.86557	2.50559	0.808427
path	2.88425	2.52516	0.808427
path	2.90294	2.54473	0.808427
path	2.92163	2.5643	0.808427
path	2.94032	2.58387	0.808427
path	2.95901	2.60344	0.808427
path	2.9777	2.62301	0.808427
path	2.99639	2.64258	0.808427
path	3.01508	2.66215	0.808427
path	3.03377	2.68172	0.808427
path	3.05246	2.70129	0.808427
path	3.07114	2.72086	0.808427
