62.8881	214.731	-0.86484
62.9263	214.686	-0.864531
62.9675	214.638	-0.86429
63.0113	214.587	-0.864092
63.0574	214.533	-0.864373
63.1068	214.475	-0.864704
63.1581	214.415	-0.864401
63.2113	214.352	-0.86435
63.2659	214.289	-0.863655
63.3135	214.231	-0.864603
63.3691	214.166	-0.86459
63.4251	214.1	-0.86414
63.4798	214.036	-0.862338
63.5335	213.973	-0.860299
63.5826	213.913	-0.860294
63.6315	213.853	-0.859766
63.6819	213.794	-0.85878
63.7319	213.736	-0.858453
63.7805	213.68	-0.85788
63.831	213.622	-0.865759
63.875	213.572	-0.867315
63.9206	213.518	-0.866925
63.9655	213.465	-0.866524
64.0097	213.413	-0.865226
64.0532	213.362	-0.865687
64.0954	213.313	-0.865464
64.1364	213.264	-0.865295
64.1599	213.219	-0.866697
64.2018	213.17	-0.866913
64.2433	213.121	-0.866681
64.2852	213.071	-0.865568
64.3271	213.022	-0.865784
64.369	212.973	-0.865334
64.4112	212.923	-0.864888
64.4425	212.872	-0.86622
64.4896	212.816	-0.865632
64.532	212.767	-0.865855
64.5749	212.716	-0.865864
64.6183	212.665	-0.864995
64.662	212.614	-0.865904
64.7052	212.563	-0.866554
64.7442	212.513	-0.868176
64.7884	212.46	-0.868653
64.8333	212.407	-0.868695
64.8783	212.354	-0.868076
64.9233	212.301	-0.869006
64.9688	212.247	-0.869946
65.0122	212.203	-0.87214
65.058	212.149	-0.872423
65.1041	212.094	-0.872044
65.1503	212.039	-0.871668
65.1969	211.983	-0.869969
65.2441	211.927	-0.870271
65.2823	211.865	-0.871945
65.3293	211.809	-0.872025
65.3769	211.752	-0.871891
65.4249	211.695	-0.871544
65.4733	211.638	-0.87098
65.5218	211.58	-0.871969
65.5679	211.52	-0.872556
65.6968	211.367	-0.872161
65.7446	211.31	-0.872032
65.791	211.253	-0.871693
65.832	211.194	-0.870827
65.8813	211.135	-0.862964
65.9288	211.08	-0.862601
65.975	211.026	-0.861552
66.0209	210.972	-0.860276
66.0666	210.919	-0.859439
66.1077	210.87	-0.857549
66.1524	210.819	-0.85758
66.1974	210.767	-0.856952
66.2416	210.716	-0.856975
66.2847	210.666	-0.856538
66.3273	210.617	-0.856093
66.3691	210.569	-0.856077
66.392	210.528	-0.857692
66.4321	210.482	-0.857872
66.4715	210.436	-0.858264
66.5092	210.392	-0.857966
66.55	210.345	-0.857936
66.5895	210.3	-0.857665
66.6246	210.259	-0.857547
66.6425	210.214	-0.860368
66.6823	210.165	-0.867104
66.723	210.117	-0.867302
66.7605	210.072	-0.867229
66.8002	210.025	-0.867632
66.841	209.977	-0.867166
66.8837	209.927	-0.866952
66.928	209.875	-0.866986
66.974	209.821	-0.867487
67.0173	209.753	-0.867523
67.0673	209.694	-0.868754
67.1185	209.634	-0.86934
67.1711	209.572	-0.869948
67.2243	209.509	-0.870346
67.2782	209.445	-0.870754
67.3303	209.382	-0.870284
67.384	209.318	-0.871133
67.4362	209.256	-0.871293
67.4874	209.195	-0.87166
67.5381	209.135	-0.871576
67.5878	209.076	-0.871255
67.6195	209.022	-0.870139
67.6673	208.966	-0.870894
67.7138	208.91	-0.869856
67.7597	208.856	-0.870139
67.805	208.802	-0.870411
67.8486	208.75	-0.871037
67.8868	208.701	-0.871355
67.9327	208.646	-0.870974
67.9791	208.591	-0.872595
68.0255	208.536	-0.87333
68.075	208.477	-0.865474
68.1227	208.421	-0.866224
68.1531	208.358	-0.867859
68.201	208.302	-0.868171
68.2543	208.239	-0.869233
68.3026	208.182	-0.869331
68.3516	208.124	-0.86944
68.3966	208.068	-0.868652
68.4428	208.012	-0.868135
68.4916	207.954	-0.868239
68.5403	207.897	-0.867455
68.5886	207.84	-0.867994
68.6367	207.783	-0.868088
68.6856	207.725	-0.867972
68.7292	207.676	-0.867414
68.7773	207.619	-0.86795
68.8254	207.563	-0.868044
68.8732	207.506	-0.868133
68.9211	207.45	-0.868665
68.9639	207.391	-0.870074
69.0113	207.334	-0.870159
69.0584	207.278	-0.870682
69.1055	207.223	-0.871426
69.1526	207.167	-0.871728
69.2024	207.107	-0.88027
69.2457	207.053	-0.880023
69.286	206.999	-0.880453
69.3322	206.943	-0.881192
69.3781	206.888	-0.88104
69.4237	206.832	-0.881328
69.4607	206.773	-0.882895
69.5032	206.716	-0.883855
69.5493	206.66	-0.882824
69.5955	206.603	-0.884452
69.6442	206.544	-0.876148
69.6906	206.489	-0.876222
69.7355	206.428	-0.877776
69.7772	206.36	-0.881332
69.8239	206.303	-0.881414
